,experiment,iter,noise_lvl,num_neurons_updated,patterns_imprinted(m),avg_recall_ratio,avg_hamming,avg_resemblance,avg_steps
235,1.0,1.0,0.0,0.2,16.0,0.0,111.6875,76.9240702479339,5.125
236,1.0,1.0,0.0,0.2,17.0,0.0,111.17647058823529,77.02965483714149,4.823529411764706
237,1.0,1.0,0.0,0.2,18.0,0.0,113.88888888888889,76.4692378328742,4.555555555555555
238,1.0,1.0,0.0,0.2,19.0,0.0,112.3157894736842,76.79425837320575,4.368421052631579
239,1.0,1.0,0.0,0.2,20.0,0.0,112.35,76.78719008264463,4.8
240,1.0,2.0,0.0,0.2,1.0,1.0,0.0,100.0,0.0
241,1.0,2.0,0.0,0.2,2.0,1.0,0.0,100.0,0.0
242,1.0,2.0,0.0,0.2,3.0,1.0,0.0,100.0,0.0
243,1.0,2.0,0.0,0.2,4.0,0.0,35.25,92.71694214876032,1.0
244,1.0,2.0,0.0,0.2,5.0,0.4,60.4,87.5206611570248,1.6
245,1.0,2.0,0.0,0.2,6.0,0.3333333333333333,86.66666666666667,82.09366391184572,2.1666666666666665
246,1.0,2.0,0.0,0.2,7.0,0.0,86.71428571428571,82.08382526564345,3.2857142857142856
247,1.0,2.0,0.0,0.2,8.0,0.0,87.625,81.8956611570248,2.5
248,1.0,2.0,0.0,0.2,9.0,0.0,98.77777777777777,79.59136822773186,4.0
249,1.0,2.0,0.0,0.2,10.0,0.0,99.8,79.38016528925618,3.9
250,1.0,2.0,0.0,0.2,11.0,0.0,104.81818181818181,78.34335086401204,5.636363636363637
251,1.0,2.0,0.0,0.2,12.0,0.0,107.41666666666667,77.80647382920111,4.833333333333333
252,1.0,2.0,0.0,0.2,13.0,0.0,105.15384615384616,78.27399872854419,4.384615384615385
253,1.0,2.0,0.0,0.2,14.0,0.0,112.57142857142857,76.74144037780401,3.7857142857142856
254,1.0,2.0,0.0,0.2,15.0,0.0,109.66666666666667,77.34159779614326,4.266666666666667
255,1.0,2.0,0.0,0.2,16.0,0.0,111.6875,76.9240702479339,5.125
256,1.0,2.0,0.0,0.2,17.0,0.0,111.17647058823529,77.02965483714149,4.823529411764706
257,1.0,2.0,0.0,0.2,18.0,0.0,113.88888888888889,76.4692378328742,4.555555555555555
258,1.0,2.0,0.0,0.2,19.0,0.0,112.3157894736842,76.79425837320575,4.368421052631579
259,1.0,2.0,0.0,0.2,20.0,0.0,112.35,76.78719008264463,4.8
260,1.0,3.0,0.0,0.2,1.0,1.0,0.0,100.0,0.0
261,1.0,3.0,0.0,0.2,2.0,1.0,0.0,100.0,0.0
262,1.0,3.0,0.0,0.2,3.0,1.0,0.0,100.0,0.0
263,1.0,3.0,0.0,0.2,4.0,0.0,35.25,92.71694214876032,1.0
264,1.0,3.0,0.0,0.2,5.0,0.4,60.4,87.5206611570248,1.6
265,1.0,3.0,0.0,0.2,6.0,0.3333333333333333,86.66666666666667,82.09366391184572,2.1666666666666665
266,1.0,3.0,0.0,0.2,7.0,0.0,86.71428571428571,82.08382526564345,3.2857142857142856
267,1.0,3.0,0.0,0.2,8.0,0.0,87.625,81.8956611570248,2.5
268,1.0,3.0,0.0,0.2,9.0,0.0,98.77777777777777,79.59136822773186,4.0
269,1.0,3.0,0.0,0.2,10.0,0.0,99.8,79.38016528925618,3.9
270,1.0,3.0,0.0,0.2,11.0,0.0,104.81818181818181,78.34335086401204,5.636363636363637
271,1.0,3.0,0.0,0.2,12.0,0.0,107.41666666666667,77.80647382920111,4.833333333333333
272,1.0,3.0,0.0,0.2,13.0,0.0,105.15384615384616,78.27399872854419,4.384615384615385
273,1.0,3.0,0.0,0.2,14.0,0.0,112.57142857142857,76.74144037780401,3.7857142857142856
274,1.0,3.0,0.0,0.2,15.0,0.0,109.66666666666667,77.34159779614326,4.266666666666667
275,1.0,3.0,0.0,0.2,16.0,0.0,111.6875,76.9240702479339,5.125
276,1.0,3.0,0.0,0.2,17.0,0.0,111.17647058823529,77.02965483714149,4.823529411764706
277,1.0,3.0,0.0,0.2,18.0,0.0,113.88888888888889,76.4692378328742,4.555555555555555
278,1.0,3.0,0.0,0.2,19.0,0.0,112.3157894736842,76.79425837320575,4.368421052631579
